original,parsed_name,recipe_name,recipe_idx
½ TL Chiliflocken,Chiliflocken,Süßkartoffel-Puffer mit Rhabarber-Anis-Kompott,458
1 EL Curry,Curry,Süßkartoffel-Puffer mit Rhabarber-Anis-Kompott,458
¼ TL Kreuzkümmel (Cumin),Kreuzkümmel,Süßkartoffel-Puffer mit Rhabarber-Anis-Kompott,458
800 g Rhabarber,Rhabarber,Süßkartoffel-Puffer mit Rhabarber-Anis-Kompott,458
20 g Anisschnaps,Anisschnaps,Süßkartoffel-Puffer mit Rhabarber-Anis-Kompott,458
2 TL Speisestärke,Speisestärke,Süßkartoffel-Puffer mit Rhabarber-Anis-Kompott,458
330 g Ajvar,Ajvar,Nudel-Porree-Topf,459
400 g Nudeln,Nudeln,Nudel-Porree-Topf,459
2 Porreestangen,Porreestangen,Nudel-Porree-Topf,459
"400 g Blattspinat, TK",Blattspinat,Zander mit Spinat,460
"2 Stücke Zanderfilet, ohne Haut","e Zanderfilet, ohne Haut",Zander mit Spinat,460
"2 Prisen Kreuzkümmel, gemahlen","n Kreuzkümmel, gemahlen",Zander mit Spinat,460
3 Stängel Minze,Minze,Couscous-Hack-Topf,461
80 g Couscous,Couscous,Couscous-Hack-Topf,461
"3 Prisen Kreuzkümmel (Cumin), gemahlen","n Kreuzkümmel, gemahlen",Couscous-Hack-Topf,461
½ TL Harissa-Paste,Harissa-Paste,Couscous-Hack-Topf,461
400 g Nudeln,Nudeln,Hähnchen-Zucchini-Pasta,462
"75 g Erbsen, TK",Erbsen,Hähnchen-Zucchini-Pasta,462
75 g Schmand,Schmand,Hähnchen-Zucchini-Pasta,462
400 g kurze Nudeln,kurze Nudeln,Brokkoli-Kräuter-Pasta,463
400 g Brokkoli,Brokkoli,Brokkoli-Kräuter-Pasta,463
100 g Kräuter-Pesto,Kräuter-Pesto,Brokkoli-Kräuter-Pasta,463
"200 g durchwachsener Speck, gewürfelt","durchwachsener Speck, gewürfelt",Bohnen Carbonara,464
440 g Nudeln,Nudeln,Bohnen Carbonara,464
4 Eier,Eier,Bohnen Carbonara,464
2 Stängel frisches Zitronengras,frisches Zitronengras,Grünspargel-Laksa,465
1 - 2 frische rote Chilischoten,- 2 frische rote Chilischoten,Grünspargel-Laksa,465
"20 g Ingwer, frisch",Ingwer,Grünspargel-Laksa,465
"1 TL Kurkuma, gemahlen","Kurkuma, gemahlen",Grünspargel-Laksa,465
1 Bio-Zitrone,Bio-Zitrone,Grünspargel-Laksa,465
400 - 450 g grüner Spargel,- 450 g grüner Spargel,Grünspargel-Laksa,465
"100 - 150 g Bandnudeln, getrocknet",- 150 g Bandnudeln,Grünspargel-Laksa,465
 frischer Koriander,frischer Koriander,Grünspargel-Laksa,465
50 g Porree,Porree,Auberginen in Bohnensauce (酱茄子),466
1 TL Curry,Curry,Rahm-Bärlauch-Polenta mit Hähnchen,467
140 g Polenta-Grieß,Polenta-Grieß,Rahm-Bärlauch-Polenta mit Hähnchen,467
"50 g Bärlauchblätter, frisch",Bärlauchblätter,Rahm-Bärlauch-Polenta mit Hähnchen,467
300 g Feta,Feta,Rahm-Bärlauch-Polenta mit Hähnchen,467
"60 g Bärlauchblätter, frisch",Bärlauchblätter,Bärlauch-Spaghetti,468
30 g Mehl,Mehl,Bärlauch-Spaghetti,468
½ TL Senf,Senf,Bärlauch-Spaghetti,468
500 g Spaghetti,Spaghetti,Bärlauch-Spaghetti,468
300 g Staudensellerie,Staudensellerie,Staudensellerie mit Räuchertofu (西芹炒香干),469
200 g Räuchertofu,Räuchertofu,Staudensellerie mit Räuchertofu (西芹炒香干),469
600 g Salatgurke,Salatgurke,Sweet Hot Gazpacho,470
"300 g Mango, reif","Mango, reif",Sweet Hot Gazpacho,470
1 rote Paprika,rote Paprika,Sweet Hot Gazpacho,470
"2 Peperoni, rot","Peperoni, rot",Sweet Hot Gazpacho,470
4 Stängel Minze,Minze,Sweet Hot Gazpacho,470
100 g Cheddar,Cheddar,Zucchini Mac and Cheese,471
100 g Gouda,Gouda,Zucchini Mac and Cheese,471
300 g kurze Makkaroni,kurze Makkaroni,Zucchini Mac and Cheese,471
"2 TL Senf, mittelscharf","Senf, mittelscharf",Zucchini Mac and Cheese,471
2 - 3 Prisen Chiliflocken,- 3 Prisen Chiliflocken,Zucchini Mac and Cheese,471
3 EL Schnittlauch,Schnittlauch,Zucchini Mac and Cheese,471
180 g Karotten,Karotten,Apfel-Karotten-Suppe schnell gemacht,472
2 EL Sonnenblumenkerne,Sonnenblumenkerne,Apfel-Karotten-Suppe schnell gemacht,472
"½ TL Kreuzkümmel, gemahlen","Kreuzkümmel, gemahlen",Apfel-Karotten-Suppe schnell gemacht,472
1 - 2 TL Essig,- 2 TL Essig,Apfel-Karotten-Suppe schnell gemacht,472
2 Scheiben Weizenknäckebrot,Scheiben Weizenknäckebrot,Bärlauchsuppe mit Lachs,473
1 TL Chiliflocken,Chiliflocken,Bärlauchsuppe mit Lachs,473
2 Prisen Fleur de Sel,n Fleur de Sel,Bärlauchsuppe mit Lachs,473
400 g frisches Lachsfilet,frisches Lachsfilet,Bärlauchsuppe mit Lachs,473
150 g Kartoffeln,Kartoffeln,Bärlauchsuppe mit Lachs,473
750 g Gemüsefond,Gemüsefond,Bärlauchsuppe mit Lachs,473
100 g Bärlauch,Bärlauch,Bärlauchsuppe mit Lachs,473
250 g Möhren,Möhren,Spaghetti mit Gemüse-Sahnesauce,474
150 g Staudensellerie,Staudensellerie,Spaghetti mit Gemüse-Sahnesauce,474
"160 g durchwachsener Speck, geräuchert","durchwachsener Speck, geräuchert",Spaghetti mit Gemüse-Sahnesauce,474
300 g Nudeln,Nudeln,Spaghetti mit Gemüse-Sahnesauce,474
1 TL Zitronenschale,Zitronenschale,Spaghetti mit Gemüse-Sahnesauce,474
110 g Chorizo,Chorizo,Pasta nach Paella Art,475
"1 Pck. Safran, gemahlen","Pck. Safran, gemahlen",Pasta nach Paella Art,475
1 TL Paprika edelsüß,Paprika edelsüß,Pasta nach Paella Art,475
"200 g Erbsen, TK",Erbsen,Pasta nach Paella Art,475
250 g Risoni-Nudeln,Risoni-Nudeln,Pasta nach Paella Art,475
8 - 12 Stängel Koriander,- 12 Stängel Koriander,Pasta nach Paella Art,475
120 g Bergkäse,Bergkäse,Möhren-Pasta,476
"200 g Maronen, gegart, geschält","Maronen, gegart, geschält",Möhren-Pasta,476
400 g Möhren,Möhren,Möhren-Pasta,476
"1 TL Thymian, getrocknet",Thymian,Möhren-Pasta,476
250 g kurze Nudeln,kurze Nudeln,Möhren-Pasta,476
1 Zitrone,Zitrone,Linguine mit Krabben und Garnelen,477
30 g Pinienkerne,Pinienkerne,Linguine mit Krabben und Garnelen,477
250 g Linguine,Linguine,Linguine mit Krabben und Garnelen,477
"150 g Garnelen, roh, geschält","Garnelen, geschält",Linguine mit Krabben und Garnelen,477
80 g Crème fraîche,Crème fraîche,Linguine mit Krabben und Garnelen,477
"200 g Krabben, geschält","Krabben, geschält",Linguine mit Krabben und Garnelen,477
20 g Klebreis,Klebreis,Hähnchen-Salat,478
5 g frischer Ingwer,frischer Ingwer,Hähnchen-Salat,478
4 Stängel Koriander,Koriander,Hähnchen-Salat,478
4 Stängel frische Minze,frische Minze,Hähnchen-Salat,478
1 EL Fischsauce,Fischsauce,Hähnchen-Salat,478
"½ TL Chili, gemahlen","Chili, gemahlen",Hähnchen-Salat,478
2 Römersalatherzen,Römersalatherzen,Hähnchen-Salat,478
100 g Salatgurke,Salatgurke,Hähnchen-Salat,478
200 g Reisnudeln,Reisnudeln,Pad Thai mit Huhn,479
1 EL Fischsauce,Fischsauce,Pad Thai mit Huhn,479
"½ TL Chili, gemahlen","Chili, gemahlen",Pad Thai mit Huhn,479
80 g Möhren,Möhren,Pad Thai mit Huhn,479
"200 g Tofu, fest","Tofu, fest",Pad Thai mit Huhn,479
2 Eier,Eier,Pad Thai mit Huhn,479
2 Limetten,imetten,Pad Thai mit Huhn,479
 Chiliflocken,Chiliflocken,Pad Thai mit Huhn,479
"15 g Ingwer, frisch",Ingwer,Ingwer-Spinat-Suppe,480
2 TL Kurkuma,Kurkuma,Ingwer-Spinat-Suppe,480
"450 g Blattspinat, TK",Blattspinat,Ingwer-Spinat-Suppe,480
400 g Hokkaido-Kürbis,Hokkaido-Kürbis,Pasta mit Gorgonzola-Kürbis-Sauce,481
300 g Nudeln,Nudeln,Pasta mit Gorgonzola-Kürbis-Sauce,481
125 g Gorgonzola,Gorgonzola,Pasta mit Gorgonzola-Kürbis-Sauce,481
25 g Wodka,Wodka,Bloody Mary Suppe,482
1 EL Worcester-Sauce,Worcester-Sauce,Bloody Mary Suppe,482
4 Spritzer Tabasco,Spritzer Tabasco,Bloody Mary Suppe,482
250 g Nudeln,Nudeln,Tagliatelle mit Pistazien-Pesto und Zitrone,483
1 Zitrone,Zitrone,Tagliatelle mit Pistazien-Pesto und Zitrone,483
6 Stücke Schweinefilet,e Schweinefilet,Schweinegeschnetzeltes Jäger Art mit Spätzle,484
"1 Lorbeerblatt, getrocknet",orbeerblatt,Schweinegeschnetzeltes Jäger Art mit Spätzle,484
"400 g Spätzle, frisch",Spätzle,Schweinegeschnetzeltes Jäger Art mit Spätzle,484
300 g frische Pilze,frische Pilze,Schweinegeschnetzeltes Jäger Art mit Spätzle,484
1 ½ EL Mehl,Mehl,Schweinegeschnetzeltes Jäger Art mit Spätzle,484
½ TL Paprika edelsüß,Paprika edelsüß,Schweinegeschnetzeltes Jäger Art mit Spätzle,484
½ TL Worcester-Sauce,Worcester-Sauce,Schweinegeschnetzeltes Jäger Art mit Spätzle,484
"300 - 350 g Erbsen, TK",- 350 g Erbsen,Grüne Erbsenschaumsuppe mit Lachswürfeln,485
½ TL Worcester-Sauce,Worcester-Sauce,Grüne Erbsenschaumsuppe mit Lachswürfeln,485
"2 Lachsfilets, frisch, ohne Haut","achsfilets, ohne Haut",Grüne Erbsenschaumsuppe mit Lachswürfeln,485
3 Eier,Eier,Blaubeer-Pfannkuchen,486
300 g Mehl,Mehl,Blaubeer-Pfannkuchen,486
500 g Blaubeeren,Blaubeeren,Blaubeer-Pfannkuchen,486
5 TL Paniermehl,Paniermehl,Blaubeer-Pfannkuchen,486
30 g Mehl,Mehl,Cheese-Makkaroni,487
½ TL Muskat,Muskat,Cheese-Makkaroni,487
½ TL Paprika edelsüß,Paprika edelsüß,Cheese-Makkaroni,487
160 g Cheddar,Cheddar,Cheese-Makkaroni,487
500 g kurze Makkaroni,kurze Makkaroni,Cheese-Makkaroni,487
40 g Mehl,Mehl,Petersilien-Schaumsuppe mit Flusskrebsen,488
½ TL Muskat,Muskat,Petersilien-Schaumsuppe mit Flusskrebsen,488
100 g Flusskrebs-Schwanz,Flusskrebs-Schwanz,Petersilien-Schaumsuppe mit Flusskrebsen,488
½ Vanilleschote,Vanilleschote,Vanillenudeln mit marinierten Früchten,489
1 TL Speisestärke,Speisestärke,Vanillenudeln mit marinierten Früchten,489
"450 g Beeren, gemischt, TK","Beeren, gemischt",Vanillenudeln mit marinierten Früchten,489
20 g Speisestärke,Speisestärke,Vanillenudeln mit marinierten Früchten,489
300 g Nudeln,Nudeln,Vanillenudeln mit marinierten Früchten,489
1 TL Zitronenschale,Zitronenschale,Vanillenudeln mit marinierten Früchten,489
"1 rote Chilischote, getrocknet",rote Chilischote,Tomaten-Knoblauch-Pasta,490
340 g Tagliatelle,Tagliatelle,Tomaten-Knoblauch-Pasta,490
2 Eier,Eier,Rotbarsch in Basilikumteig,491
60 g Mehl,Mehl,Rotbarsch in Basilikumteig,491
800 g Rotbarschfilets,Rotbarschfilets,Rotbarsch in Basilikumteig,491
30 g Hafer,Hafer,Mangoldcremesuppe,492
600 g Mangold,Mangold,Mangoldcremesuppe,492
¼ TL Muskat,Muskat,Mangoldcremesuppe,492
200 g Champignons,Champignons,Mangoldcremesuppe,492
100 g Crème fraîche,Crème fraîche,Mangoldcremesuppe,492
150 g Kartoffeln,Kartoffeln,Brunnenkresse-Süppchen,493
5 Tropfen Worcester-Sauce,Tropfen Worcester-Sauce,Brunnenkresse-Süppchen,493
100 g Brunnenkresse,Brunnenkresse,Brunnenkresse-Süppchen,493
30 g Crème fraîche,Crème fraîche,Brunnenkresse-Süppchen,493
 Croûtons,Croûtons,Brunnenkresse-Süppchen,493
50 g Baguette,Baguette,Erdbeergazpacho mit Feta,494
1 Gurke,urke,Erdbeergazpacho mit Feta,494
"¼ - 1 rote Chilischote, frisch",- 1 rote Chilischote,Erdbeergazpacho mit Feta,494
1 - 2 Stängel frischer Thymian,- 2 Stängel frischer Thymian,Erdbeergazpacho mit Feta,494
600 g frische Erdbeeren,frische Erdbeeren,Erdbeergazpacho mit Feta,494
150 g Feta,Feta,Erdbeergazpacho mit Feta,494
80 g Nudeln,Nudeln,Pasta mit Garnelen-Pfeffer-Sauce,495
60 g Crème fraîche,Crème fraîche,Pasta mit Garnelen-Pfeffer-Sauce,495
"1 TL Zitronenschale, gerieben","Zitronenschale, gerieben",Pasta mit Garnelen-Pfeffer-Sauce,495
"100 g Garnelen, geschält, gegart","Garnelen, geschält, gegart",Pasta mit Garnelen-Pfeffer-Sauce,495
40 g Emmentaler,Emmentaler,Käse-Omelette mit Spinat,496
1 Ei,Ei,Käse-Omelette mit Spinat,496
20 g Mehl,Mehl,Käse-Omelette mit Spinat,496
100 g Blattspinat,Blattspinat,Käse-Omelette mit Spinat,496
1 Prise Muskat,Muskat,Käse-Omelette mit Spinat,496
1 Ei,Ei,Brotpfannkuchen,497
40 g Mehl,Mehl,Brotpfannkuchen,497
1 Scheibe Bauernbrot,Scheibe Bauernbrot,Brotpfannkuchen,497
1 TL Curry,Curry,Blumenkohl-Curry,498
"40 g Erbsen, aus der Dose","Erbsen, aus der Dose",Blumenkohl-Curry,498
300 g Gemüse,Gemüse,Asia-Gemüse,499
40 g Austernsauce,Austernsauce,Asia-Gemüse,499
60 g Weißbrot,Weißbrot,Lachsburger mit Parmesan-Zucchini,500
1 Ei,Ei,Lachsburger mit Parmesan-Zucchini,500
1 Ei,Ei,Lachsburger mit Parmesan-Zucchini,500
1 TL Essig,Essig,Lachsburger mit Parmesan-Zucchini,500
2 TL Dijon-Senf,Dijon-Senf,Lachsburger mit Parmesan-Zucchini,500
1 EL Estragon,Estragon,Lachsburger mit Parmesan-Zucchini,500
5 g Dill,Dill,Lachsburger mit Parmesan-Zucchini,500
"400 g Lachsfilet, frisch, ohne Haut","Lachsfilet, ohne Haut",Lachsburger mit Parmesan-Zucchini,500
"80 g Erbsen, TK",Erbsen,Lachsburger mit Parmesan-Zucchini,500
1 EL geriebene Zitronenschale,geriebene Zitronenschale,Lachsburger mit Parmesan-Zucchini,500
4 Burgerbrötchen,Burgerbrötchen,Lachsburger mit Parmesan-Zucchini,500
8 grüne Salatblätter,rüne Salatblätter,Lachsburger mit Parmesan-Zucchini,500
150 g Fenchel,Fenchel,Lachs-Fenchel-Risotto,501
320 g Risottoreis,Risottoreis,Lachs-Fenchel-Risotto,501
1 EL geriebene Zitronenschale,geriebene Zitronenschale,Lachs-Fenchel-Risotto,501
"350 g Lachsfilet, frisch, ohne Haut","Lachsfilet, ohne Haut",Lachs-Fenchel-Risotto,501
1 EL Dill,Dill,Lachs-Fenchel-Risotto,501
5 g frischer Ingwer,frischer Ingwer,Orangen-Lachs mit Brokkoli-Couscous,502
½ Orange,Orange,Orangen-Lachs mit Brokkoli-Couscous,502
"1 Lachsfilet, frisch, ohne Haut","achsfilet, ohne Haut",Orangen-Lachs mit Brokkoli-Couscous,502
5 Stängel Thymian,Thymian,Orangen-Lachs mit Brokkoli-Couscous,502
550 g Brokkoliröschen,Brokkoliröschen,Orangen-Lachs mit Brokkoli-Couscous,502
1 TL Paprika edelsüß,Paprika edelsüß,Orangen-Lachs mit Brokkoli-Couscous,502
20 g Dijon-Senf,Dijon-Senf,Balsamico-Lachs mit Zucchininudeln,503
1 EL Rosmarin,Rosmarin,Balsamico-Lachs mit Zucchininudeln,503
600 g frische Lachsfilets,frische Lachsfilets,Balsamico-Lachs mit Zucchininudeln,503
10 g Pinienkerne,Pinienkerne,Orzo-Pasta mit Hähnchen und Pesto,504
150 g Möhren,Möhren,Orzo-Pasta mit Hähnchen und Pesto,504
150 g Porree,Porree,Orzo-Pasta mit Hähnchen und Pesto,504
"100 g Erbsen, TK",Erbsen,Orzo-Pasta mit Hähnchen und Pesto,504
250 g Nudeln,Nudeln,Orzo-Pasta mit Hähnchen und Pesto,504
150 g Karotten,Karotten,Karotten-Bärlauchfrittata,505
100 g frische Bärlauchblätter,frische Bärlauchblätter,Karotten-Bärlauchfrittata,505
60 g Bergkäse,Bergkäse,Karotten-Bärlauchfrittata,505
8 Eier,Eier,Karotten-Bärlauchfrittata,505
"½ TL Kreuzkümmel, gemahlen","Kreuzkümmel, gemahlen",Karotten-Bärlauchfrittata,505
"½ TL Kurkuma, gemahlen","Kurkuma, gemahlen",Karotten-Bärlauchfrittata,505
4 - 8 Scheiben Schwarzbrot,- 8 Scheiben Schwarzbrot,Karotten-Bärlauchfrittata,505
300 g Champignons,Champignons,Champignon-Porree-Cremesuppe,506
50 g Porree,Porree,Champignon-Porree-Cremesuppe,506
200 g Schmand,Schmand,Champignon-Porree-Cremesuppe,506
50 g Porree,Porree,Champignon-Porree-Cremesuppe,506
20 g Speisestärke,Speisestärke,Champignon-Porree-Cremesuppe,506
"50 g geräucherter, roher Schinken",geräucherterer Schinken,Champignon-Porree-Cremesuppe,506
4 Stängel Dill,Dill,Dreierlei Fischfilets mit Kräutersauce und kleinen Pellkartoffeln,507
800 g Kartoffeln,Kartoffeln,Dreierlei Fischfilets mit Kräutersauce und kleinen Pellkartoffeln,507
3 Fischfilets,Fischfilets,Dreierlei Fischfilets mit Kräutersauce und kleinen Pellkartoffeln,507
500 g weiße Grundsauce,weiße Grundsauce,Dreierlei Fischfilets mit Kräutersauce und kleinen Pellkartoffeln,507
1 EL Schnittlauch,Schnittlauch,Dreierlei Fischfilets mit Kräutersauce und kleinen Pellkartoffeln,507
30 g Ketjap Manis,Ketjap Manis,Gegrillte Salzwasserscampi mit Knoblauch-Soja-Sauce,508
"2 Stückchen Ingwer, in Sirup","chen Ingwer, in Sirup",Gegrillte Salzwasserscampi mit Knoblauch-Soja-Sauce,508
½ TL Curry,Curry,Gegrillte Salzwasserscampi mit Knoblauch-Soja-Sauce,508
12 Scampis,Scampis,Gegrillte Salzwasserscampi mit Knoblauch-Soja-Sauce,508
50 g Dinkelkörner,Dinkelkörner,Blumenkohl-Puffer,509
30 g Sonnenblumenkerne,Sonnenblumenkerne,Blumenkohl-Puffer,509
3 Eier,Eier,Blumenkohl-Puffer,509
1 TL Curry,Curry,Blumenkohl-Puffer,509
1 Msp. Muskat,Msp. Muskat,Blumenkohl-Puffer,509
2 - 3 EL frische Dille,- 3 EL frische Dille,Avocadokaltschale mit Räucherlachsverhackertem,510
120 g Räucherlachs,Räucherlachs,Avocadokaltschale mit Räucherlachsverhackertem,510
50 g Sauerrahm,Sauerrahm,Avocadokaltschale mit Räucherlachsverhackertem,510
70 g Eiswürfel,Eiswürfel,Avocadokaltschale mit Räucherlachsverhackertem,510
100 g Knollensellerie,Knollensellerie,Erdäpfel-Bärlauchsuppe,511
150 g frische Bärlauchblätter,frische Bärlauchblätter,Erdäpfel-Bärlauchsuppe,511
"¼ TL Muskatnuss, gemahlen","Muskatnuss, gemahlen",Erdäpfel-Bärlauchsuppe,511
20 g frischer Ingwer,frischer Ingwer,Suppe für Verliebte,512
300 g Möhren,Möhren,Suppe für Verliebte,512
100 g Orangensaft,Orangensaft,Suppe für Verliebte,512
100 g Crème fraîche,Crème fraîche,Suppe für Verliebte,512
1 EL Schnittlauch,Schnittlauch,Suppe für Verliebte,512
20 g frischer Ingwer,frischer Ingwer,Möhren-Mango-Suppe mit Kokos,513
400 g Möhren,Möhren,Möhren-Mango-Suppe mit Kokos,513
"1 Mango, reif","Mango, reif",Möhren-Mango-Suppe mit Kokos,513
2 EL Curry,Curry,Möhren-Mango-Suppe mit Kokos,513
1 TL Mangopulver,Mangopulver,Möhren-Mango-Suppe mit Kokos,513
400 g weißer Spargel,weißer Spargel,Spargel-Dill-Suppe,514
100 g Kartoffeln,Kartoffeln,Spargel-Dill-Suppe,514
50 g Schmelzkäse,Schmelzkäse,Spargel-Dill-Suppe,514
100 g Schmand,Schmand,Spargel-Dill-Suppe,514
2 - 3 Stängel Dill,- 3 Stängel Dill,Spargel-Dill-Suppe,514
 Dill,Dill,Spargel-Dill-Suppe,514
"100 g Garnelen, roh, geschält","Garnelen, geschält",Avocadosuppe mit Garnelen,515
1 gelbe Paprika,elbe Paprika,Avocadosuppe mit Garnelen,515
"¼ TL Kreuzkümmel, gemahlen","Kreuzkümmel, gemahlen",Avocadosuppe mit Garnelen,515
"500 g Erbsen, TK",Erbsen,Erbsen-Minz-Suppe,516
2 Stängel Minze,Minze,Erbsen-Minz-Suppe,516
4 EL Crème fraîche,Crème fraîche,Erbsen-Minz-Suppe,516
300 g Kohl,Kohl,Cremige Kohlsuppe mit Schinken und Balsamico,517
"½ TL Kümmel, ganz","Kümmel, ganz",Cremige Kohlsuppe mit Schinken und Balsamico,517
"100 g Schinken, in Scheiben","Schinken, in Scheiben",Cremige Kohlsuppe mit Schinken und Balsamico,517
30 - 40 g Sauerrahm,- 40 g Sauerrahm,Cremige Kohlsuppe mit Schinken und Balsamico,517
"1 Msp. Muskat, gemahlen","Msp. Muskat, gemahlen",Cremige Kohlsuppe mit Schinken und Balsamico,517
"1 Msp. Kurkuma, gemahlen","Msp. Kurkuma, gemahlen",Schnelle Kichererbsensuppe mit schwarzem Sesam,518
"1 TL Kreuzkümmel, gemahlen","Kreuzkümmel, gemahlen",Schnelle Kichererbsensuppe mit schwarzem Sesam,518
4 EL schwarzer Sesam,schwarzer Sesam,Schnelle Kichererbsensuppe mit schwarzem Sesam,518
5 Stängel frische Minze,frische Minze,Schnelle Kichererbsensuppe mit schwarzem Sesam,518
½ - 1 TL Wasabipulver,- 1 TL Wasabipulver,Thunfischrolle mit Miso-Marinade,519
100 g Mayonnaise,Mayonnaise,Thunfischrolle mit Miso-Marinade,519
"10 g Ingwer, frisch",Ingwer,Thunfischrolle mit Miso-Marinade,519
50 g Misopaste,Misopaste,Thunfischrolle mit Miso-Marinade,519
40 g Reiswein,Reiswein,Thunfischrolle mit Miso-Marinade,519
"300 - 400 g Thunfisch, frisch",- 400 g Thunfisch,Thunfischrolle mit Miso-Marinade,519
20 g Reisessig,Reisessig,Thunfischrolle mit Miso-Marinade,519
200 g Porree,Porree,Thunfischrolle mit Miso-Marinade,519
1 - 2 Nori-Blätter,- 2 Nori-Blätter,Thunfischrolle mit Miso-Marinade,519
3 Radieschen,Radieschen,Thunfischrolle mit Miso-Marinade,519
 Sesam,Sesam,Thunfischrolle mit Miso-Marinade,519
"100 g Pilze, getrocknet",Pilze,Chop Suey vegetarisch,520
200 g Möhren,Möhren,Chop Suey vegetarisch,520
120 g Porree,Porree,Chop Suey vegetarisch,520
100 g Bambussprossen,Bambussprossen,Chop Suey vegetarisch,520
40 g Pinienkerne,Pinienkerne,Rucola Suppe,521
"1 Prise Muskat, gemahlen","Muskat, gemahlen",Rucola Suppe,521
300 g Gurke,Gurke,Gurken-Erdäpfel-Dill-Suppe mit Räucherlachs,522
100 g Räucherlachs,Räucherlachs,Gurken-Erdäpfel-Dill-Suppe mit Räucherlachs,522
6 EL frische Dille,frische Dille,Gurken-Erdäpfel-Dill-Suppe mit Räucherlachs,522
5 g frischer Ingwer,frischer Ingwer,Kalte Avocadosuppe mit gebratenen Tomaten,523
"1 Prise Paprikapulver, edelsüß","Paprikapulver, edelsüß",Kalte Avocadosuppe mit gebratenen Tomaten,523
"1 Prise Kurkuma, gemahlen","Kurkuma, gemahlen",Kalte Avocadosuppe mit gebratenen Tomaten,523
"1 Prise Kreuzkümmel, gemahlen","Kreuzkümmel, gemahlen",Kalte Avocadosuppe mit gebratenen Tomaten,523
100 g Crème fraîche,Crème fraîche,Kalte Avocadosuppe mit gebratenen Tomaten,523
1 TL Oberskren,Oberskren,Kalte Avocadosuppe mit gebratenen Tomaten,523
200 g Porree,Porree,Linguine in Zitronen-Kräuter-Öl,524
400 g Linguine,Linguine,Linguine in Zitronen-Kräuter-Öl,524
1 TL Zitronenschale,Zitronenschale,Linguine in Zitronen-Kräuter-Öl,524
50 g Sultaninen,Sultaninen,"Cavatappi mit Cherry-Tomaten, Sultaninen und Ingwer",525
10 g frischer Ingwer,frischer Ingwer,"Cavatappi mit Cherry-Tomaten, Sultaninen und Ingwer",525
50 g Pinienkerne,Pinienkerne,"Cavatappi mit Cherry-Tomaten, Sultaninen und Ingwer",525
400 g Nudeln,Nudeln,"Cavatappi mit Cherry-Tomaten, Sultaninen und Ingwer",525
3 Stängel Majoran,Majoran,Linguine mit Zucchini-Carbonara,526
350 g Linguine,Linguine,Linguine mit Zucchini-Carbonara,526
40 g Pecorino,Pecorino,Linguine mit Zucchini-Carbonara,526
4 Eigelb,Eigelb,Linguine mit Zucchini-Carbonara,526
300 g Räucherlachs,Räucherlachs,Linguine mit Lachs und Wodkasauce,527
400 g Linguine,Linguine,Linguine mit Lachs und Wodkasauce,527
45 g Wodka,Wodka,Linguine mit Lachs und Wodkasauce,527
60 g Gorgonzola,Gorgonzola,Farfalle mit Vier-Käse-Sauce,528
60 g Fontinakäse,Fontinakäse,Farfalle mit Vier-Käse-Sauce,528
60 g Gruyère Käse,Gruyère Käse,Farfalle mit Vier-Käse-Sauce,528
400 g Farfalle,Farfalle,Farfalle mit Vier-Käse-Sauce,528
350 g Risottoreis,Risottoreis,Erdbeer-Risotto,529
50 g Roséwein,Roséwein,Erdbeer-Risotto,529
400 g Erdbeeren,Erdbeeren,Erdbeer-Risotto,529
200 g Dinkelreis,Dinkelreis,Dinkelrisotto mit Eierschwammerl,530
80 g Hartkäse,Hartkäse,Dinkelrisotto mit Eierschwammerl,530
"10 g Steinpilze, getrocknet",Steinpilze,Dinkelrisotto mit Eierschwammerl,530
400 g frische Eierschwammerl,frische Eierschwammerl,Dinkelrisotto mit Eierschwammerl,530
160 g Nudeln,Nudeln,Spinat-Nudeln mit Muskatsahne,531
"100 g Blattspinat, TK",Blattspinat,Spinat-Nudeln mit Muskatsahne,531
¼ TL Muskat,Muskat,Spinat-Nudeln mit Muskatsahne,531
1 TL geriebene Zitronenschale,geriebene Zitronenschale,Spinat-Nudeln mit Muskatsahne,531
1 rote Paprika,rote Paprika,Türkisches Gemüse,532
1 gelbe Paprika,elbe Paprika,Türkisches Gemüse,532
"250 g Joghurt, 3,5% Fett","Joghurt, 3,5% Fett",Türkisches Gemüse,532
1 Zitrone,Zitrone,Geflügel-Zitronen-Suppe,533
5 Eigelb,Eigelb,Geflügel-Zitronen-Suppe,533
250 g Naturjoghurt,Naturjoghurt,Geflügel-Zitronen-Suppe,533
¼ TL Paprika rosenscharf,Paprika rosenscharf,Geflügel-Zitronen-Suppe,533
50 g Weizenmehl,Weizenmehl,Knoblauch-Cremesuppe,534
700 g Kartoffeln,Kartoffeln,Kartoffel-Möhren-Puffer,535
300 g Möhren,Möhren,Kartoffel-Möhren-Puffer,535
1 TL Orangenschale,Orangenschale,Kartoffel-Möhren-Puffer,535
60 g Dinkelflocken,Dinkelflocken,Kartoffel-Möhren-Puffer,535
20 g Speisestärke,Speisestärke,Kartoffel-Möhren-Puffer,535
2 Eier,Eier,Kartoffel-Möhren-Puffer,535
1 EL Paprika edelsüß,Paprika edelsüß,Kartoffel-Möhren-Puffer,535
1 EL Curry,Curry,Kartoffel-Möhren-Puffer,535
"¼ TL Muskat, gerieben","Muskat, gerieben",Kartoffel-Möhren-Puffer,535
